DocumentName,NormalizedCollocation,OriginalCollocation,Frequency
Voen_Obozren_060524_010248.t,северный европа,Северная Европа,00000001
Voen_Obozren_060524_010248.t,северо восточный европа,северо-восточную Европу,00000001
Voen_Obozren_060524_010248.t,система мониторинг,система мониторинга,00000001
Voen_Obozren_060524_010248.t,система мониторинг радиационный безопасность,система мониторинга радиационной безопасности,00000001
Voen_Obozren_060524_010248.t,стратегический вооружение,стратегические вооружения,00000001
Voen_Obozren_060524_010248.t,ядерный двигатель,ядерные двигатели,00000001
Voen_Obozren_060524_010249.t,пушка р 23м,пушка Р-23М,00000004
Voen_Obozren_060524_010249.t,р 23м,Р-23М,00000004
Voen_Obozren_060524_010249.t,космический пушка,космическая пушка,00000002
Voen_Obozren_060524_010249.t,условие космос,условиям космоса,00000002
Voen_Obozren_060524_010249.t,""" щит 1 ""","""Щит-1""",00000001
Voen_Obozren_060524_010249.t,23 миллиметровый пушка р-23м,23-миллиметровая пушка Р-23М,00000001
Voen_Obozren_060524_010249.t,американский издание,американское издание,00000001
Voen_Obozren_060524_010249.t,американский издание the drive,американское издание The Drive,00000001
Voen_Obozren_060524_010249.t,борьба со спутник,борьба со спутниками,00000001
Voen_Obozren_060524_010249.t,вооружение для борьба со спутник,вооружение для борьбы со спутниками,00000001
Voen_Obozren_060524_010249.t,воссоздание в россия космический пушка р 23м,воссоздание в России космической пушки Р-23М,00000001
Voen_Obozren_060524_010249.t,вс россия,ВС России,00000001
Voen_Obozren_060524_010249.t,госиспытание новый снайперский винтовка,госиспытание новой снайперской винтовки,00000001
Voen_Obozren_060524_010249.t,космический оружие,космическое оружие,00000001
Voen_Obozren_060524_010249.t,"космический пушка "" щит 1 ""","космическая пушка ""Щит-1""",00000001
Voen_Obozren_060524_010249.t,министр оборона,министр обороны,00000001
Voen_Obozren_060524_010249.t,министр оборона рф,министр обороны РФ,00000001
Voen_Obozren_060524_010249.t,министр оборона рф сергей шойгу,министр обороны РФ Сергей Шойгу,00000001
Voen_Obozren_060524_010249.t,необычный телескопический снаряд,необычный телескопический снаряд,00000001
Voen_Obozren_060524_010249.t,новый снайперский винтовка,новая снайперская винтовка,00000001
Voen_Obozren_060524_010249.t,нпо машиностроение,НПО Машиностроения,00000001
Voen_Obozren_060524_010249.t,обозреватель американский издание,обозреватель американского издания,00000001
Voen_Obozren_060524_010249.t,оборона рф,обороны РФ,00000001
Voen_Obozren_060524_010249.t,орбитальный станция,орбитальная станция,00000001
Voen_Obozren_060524_010249.t,револьверный орудие,револьверное орудие,00000001
Voen_Obozren_060524_010249.t,самолет тот 22,самолет Ту-22,00000001
Voen_Obozren_060524_010249.t,сергей шойгу,Сергей Шойгу,00000001
Voen_Obozren_060524_010249.t,система защита,система защиты,00000001
Voen_Obozren_060524_010249.t,система защита орбитальный станция,система защиты орбитальной станции,00000001
Voen_Obozren_060524_010249.t,снайперский винтовка,снайперская винтовка,00000001
Voen_Obozren_060524_010249.t,специалист нпо,специалист НПО,00000001
Voen_Obozren_060524_010249.t,тот 22,Ту-22,00000001
Voen_Obozren_060524_010249.t,уникальный космический,уникальной космической,00000001
Voen_Obozren_060524_010249.t,уникальный космический оружие ссср,уникальное космическое оружие СССР,00000001
Voen_Obozren_060524_010249.t,щит 1,Щит-1,00000001
Voen_Obozren_060524_010250.t,беспилотный летательный аппарат,беспилотный летательный аппарат,00000002
Voen_Obozren_060524_010250.t,генерал лейтенант,генерал-лейтенант,00000002
Voen_Obozren_060524_010250.t,летательный аппарат,летательный аппарат,00000002
Voen_Obozren_060524_010250.t,национальный оборона,национальная оборона,00000002
Voen_Obozren_060524_010250.t,155 миллиметровый гаубица,155-миллиметровая гаубица,00000001
Voen_Obozren_060524_010250.t,m109 paladin,M109 Paladin,00000001
Voen_Obozren_060524_010250.t,адаптированный 155 миллиметровый гаубица m109 paladin,адаптированная 155-миллиметровая гаубица M109 Paladin,00000001
Voen_Obozren_060524_010250.t,азербайджанский сторона,Азербайджанская сторона,00000001
Voen_Obozren_060524_010250.t,американский военный,американские военные,00000001
Voen_Obozren_060524_010250.t,американский издание,американское издание,00000001
Voen_Obozren_060524_010250.t,армия сша,армия США,00000001
Voen_Obozren_060524_010250.t,артиллерийский система,артиллерийская система,00000001
Voen_Obozren_060524_010250.t,благородный цель,благородная цель,00000001
Voen_Obozren_060524_010250.t,боевой действие,боевое действие,00000001
Voen_Obozren_060524_010250.t,бронированный платформа,бронированная платформа,00000001
Voen_Obozren_060524_010250.t,ведение боевой действие,ведение боевых действий,00000001
Voen_Obozren_060524_010250.t,ведение война,ведение войн,00000001
Voen_Obozren_060524_010250.t,военно воздушный сила,военно-воздушные силы,00000001
Voen_Obozren_060524_010250.t,военный конфликт,военный конфликт,00000001
Voen_Obozren_060524_010250.t,военный конфликт с россия,военного конфликта с Россией,00000001
Voen_Obozren_060524_010250.t,воздушный мишень,воздушная мишень,00000001
Voen_Obozren_060524_010250.t,воздушный мишень bqm 167 skeeter,воздушная мишень BQM-167 Skeeter,00000001
Voen_Obozren_060524_010250.t,война в нагорный карабах,война в Нагорном Карабахе,00000001
Voen_Obozren_060524_010250.t,вооруженный беспилотник,вооруженный беспилотник,00000001
Voen_Obozren_060524_010250.t,высокотехнологичный оружие,высокотехнологичное оружие,00000001
Voen_Obozren_060524_010250.t,генерал лейтенант в отставка томас шпер,генерал-лейтенант в отставке Томас Шпер,00000001
Voen_Obozren_060524_010250.t,директор центр,директор Центра,00000001
Voen_Obozren_060524_010250.t,директор центр национальный оборона,директор Центра национальной обороны,00000001
Voen_Obozren_060524_010250.t,зенитный ракетно пушечный комплекс,зенитный ракетно-пушечный комплекс,00000001
Voen_Obozren_060524_010250.t,использование спутник,использование спутников,00000001
Voen_Obozren_060524_010250.t,исследовательский институт,Исследовательский институт,00000001
Voen_Obozren_060524_010250.t,конфликт с россия,конфликт с Россией,00000001
Voen_Obozren_060524_010250.t,крылатый ракета,крылатая ракета,00000001
Voen_Obozren_060524_010250.t,масштабный проверка,масштабная проверка,00000001
Voen_Obozren_060524_010250.t,мишень bqm 167,мишень BQM-167,00000001
Voen_Obozren_060524_010250.t,нагорный карабах,Нагорный Карабах,00000001
Voen_Obozren_060524_010250.t,наземный робот,наземный робот,00000001
Voen_Obozren_060524_010250.t,нанесение удар,нанесение удара,00000001
Voen_Obozren_060524_010250.t,объект противник,объект противника,00000001
Voen_Obozren_060524_010250.t,план ведение,план ведения,00000001
Voen_Obozren_060524_010250.t,план ведение война,план ведения войны,00000001
Voen_Obozren_060524_010250.t,приведение в действие,приведение в действие,00000001
Voen_Obozren_060524_010250.t,приведение в действие артиллерийский система,приведение в действие артиллерийской системы,00000001
Voen_Obozren_060524_010250.t,причина победа азербайджан в карабах,причина победы Азербайджана в Карабахе,00000001
Voen_Obozren_060524_010250.t,ракетно пушечный комплекс,ракетно-пушечный комплекс,00000001
Voen_Obozren_060524_010250.t,ракетный полигон,ракетный полигон,00000001
Voen_Obozren_060524_010250.t,ракетный полигон уайт сандс,ракетный полигон Уайт Сандс,00000001
Voen_Obozren_060524_010250.t,ракетный полигон уайт сандс в нью-мексико,ракетный полигон Уайт-Сандс в Нью-Мексико,00000001
Voen_Obozren_060524_010250.t,решение о нанесение удар,решение о нанесении удара,00000001
Voen_Obozren_060524_010250.t,российский зенитный ракетно пушечный комплекс,российский зенитный ракетно-пушечный комплекс,00000001
Voen_Obozren_060524_010250.t,российский крылатый ракета,российская крылатая ракета,00000001
Voen_Obozren_060524_010250.t,система управление,система управления,00000001
Voen_Obozren_060524_010250.t,скорость современный война,скорость современной войны,00000001
Voen_Obozren_060524_010250.t,современный война,современной войне,00000001
Voen_Obozren_060524_010250.t,соединенный штат,Соединенные Штаты,00000001
Voen_Obozren_060524_010250.t,уайт сандс,Уайт-Сандс,00000001
Voen_Obozren_060524_010250.t,усовершенствованный система,усовершенствованная система,00000001
Voen_Obozren_060524_010250.t,усовершенствованный система управление,усовершенствованная система управления,00000001
Voen_Obozren_060524_010250.t,учение военно воздушный сила,учение Военно-воздушных сил,00000001
Voen_Obozren_060524_010250.t,цепочка убийство,цепочка убийств,00000001
Voen_Obozren_060524_010250.t,чрезвычайный смертоносность,чрезвычайная смертоносность,00000001
Voen_Obozren_060524_010251.t,ядерный реактор,ядерный реактор,00000003
Voen_Obozren_060524_010251.t,модульный реактор,модульные реакторы,00000002
Voen_Obozren_060524_010251.t,активный защита,активная защита,00000001
Voen_Obozren_060524_010251.t,атомный станция,атомная станция,00000001
Voen_Obozren_060524_010251.t,власть сша,власти США,00000001
Voen_Obozren_060524_010251.t,внутренний контур,внутреннего контура,00000001
Voen_Obozren_060524_010251.t,долгий путь,долгий путь,00000001
Voen_Obozren_060524_010251.t,дополнительный пассивный защита,дополнительная пассивная защита,00000001
Voen_Obozren_060524_010251.t,зеленый свет,зеленого света,00000001
Voen_Obozren_060524_010251.t,зеленый энергетика,зеленая энергетика,00000001
Voen_Obozren_060524_010251.t,комиссия по ядерный регулирование,комиссия по ядерному регулированию,00000001
Voen_Obozren_060524_010251.t,комиссия по ядерный регулирование сша,комиссия по ядерному регулированию США,00000001
Voen_Obozren_060524_010251.t,коммерческий цель,коммерческая цель,00000001
Voen_Obozren_060524_010251.t,компактный ядерный реактор,компактный ядерный реактор,00000001
Voen_Obozren_060524_010251.t,конструкция реактор,конструкции реакторов,00000001
Voen_Obozren_060524_010251.t,малый реактор,малый реактор,00000001
Voen_Obozren_060524_010251.t,миниатюрный реактор,миниатюрный реактор,00000001
Voen_Obozren_060524_010251.t,миниатюрный ядерный модульный реактор,миниатюрный ядерный модульный реактор,00000001
Voen_Obozren_060524_010251.t,мирный атом,мирный атом,00000001
Voen_Obozren_060524_010251.t,модульный конструкция,модульная конструкция,00000001
Voen_Obozren_060524_010251.t,модульный конструкция реактор,модульная конструкция реактора,00000001
Voen_Obozren_060524_010251.t,модульный ядерный реактор,модульный ядерный реактор,00000001
Voen_Obozren_060524_010251.t,нештатный ситуация,нештатная ситуация,00000001
Voen_Obozren_060524_010251.t,область мирный атом,области мирного атома,00000001
Voen_Obozren_060524_010251.t,объем реактор,объем реактора,00000001
Voen_Obozren_060524_010251.t,одобрение власть,одобрения властей,00000001
Voen_Obozren_060524_010251.t,паровой контур,паровой контур,00000001
Voen_Obozren_060524_010251.t,пассивный защита,пассивная защита,00000001
Voen_Obozren_060524_010251.t,повышенный защита,повышенная защита,00000001
Voen_Obozren_060524_010251.t,представитель компания,представителей компаний,00000001
Voen_Obozren_060524_010251.t,протекание ядерный реакция,протекание ядерной реакции,00000001
Voen_Obozren_060524_010251.t,разработка новый модульный реактор,разработка нового модульного реактора,00000001
Voen_Obozren_060524_010251.t,рассмотрение комиссия,рассмотрение комиссии,00000001
Voen_Obozren_060524_010251.t,ритм 200,РИТМ-200,00000001
Voen_Obozren_060524_010251.t,специальный резервуар,специальный резервуар,00000001
Voen_Obozren_060524_010251.t,стальной цилиндр,стальной цилиндр,00000001
Voen_Obozren_060524_010251.t,технический обслуживание,техническое обслуживание,00000001
Voen_Obozren_060524_010251.t,типовой станция,типовая станция,00000001
Voen_Obozren_060524_010251.t,топливный стержень,топливный стержень,00000001
Voen_Obozren_060524_010251.t,урановый топливный стержень,урановый топливный стержень,00000001
Voen_Obozren_060524_010251.t,уровень безопасность,уровень безопасности,00000001
Voen_Obozren_060524_010251.t,ядерный реакция,ядерная реакция,00000001
Voen_Obozren_060524_010251.t,ядерный регулирование,ядерного регулирования,00000001
Voen_Obozren_060524_010251.t,ядерный регулирование сша,ядерному регулированию США,00000001
Voen_Obozren_060524_010252.t,маскировочный костюм,маскировочный костюм,00000006
Voen_Obozren_060524_010252.t,плащ невидимка,плащ-невидимка,00000003
Voen_Obozren_060524_010252.t,зона сво,зона СВО,00000002
Voen_Obozren_060524_010252.t,новый маскировочный костюм,новый маскировочный костюм,00000002
Voen_Obozren_060524_010252.t,российский компания,российская компания,00000002
Voen_Obozren_060524_010252.t,украинский военный,украинские военные,00000002
Voen_Obozren_060524_010252.t,украинский солдат,украинские солдаты,00000002
Voen_Obozren_060524_010252.t,агентство тасс,агентство ТАСС,00000001
Voen_Obozren_060524_010252.t,боевой действие,боевое действие,00000001
Voen_Obozren_060524_010252.t,боевой действие на украина,боевые действия на Украине,00000001
Voen_Obozren_060524_010252.t,борьба на истощение,борьба на истощение,00000001
Voen_Obozren_060524_010252.t,быстрый движение,быстрого движения,00000001
Voen_Obozren_060524_010252.t,вентиляционный отверстие,вентиляционное отверстие,00000001
Voen_Obozren_060524_010252.t,вес изделие,вес изделия,00000001
Voen_Obozren_060524_010252.t,вице премьер,вице-премьер,00000001
Voen_Obozren_060524_010252.t,вице премьер украина,вице-премьер Украины,00000001
Voen_Obozren_060524_010252.t,вооруженный сила,вооруженные силы,00000001
Voen_Obozren_060524_010252.t,время испытание,время испытания,00000001
Voen_Obozren_060524_010252.t,выделение тепло,выделение тепла,00000001
Voen_Obozren_060524_010252.t,высокий эффективность,высокая эффективность,00000001
Voen_Obozren_060524_010252.t,длительный эксплуатация,длительная эксплуатация,00000001
Voen_Obozren_060524_010252.t,занимающийся создание,занимающихся созданием,00000001
Voen_Obozren_060524_010252.t,зона проведение спецоперация,зона проведения спецоперации,00000001
Voen_Obozren_060524_010252.t,изолирование тепло,изолирование тепла,00000001
Voen_Obozren_060524_010252.t,информационный агентство,информационное агентство,00000001
Voen_Obozren_060524_010252.t,информационный агентство тасс,информационное агентство ТАСС,00000001
Voen_Obozren_060524_010252.t,конец январь,конце января,00000001
Voen_Obozren_060524_010252.t,костюм невидимка,костюм-невидимка,00000001
Voen_Obozren_060524_010252.t,маскировочный плащ,маскировочный плащ,00000001
Voen_Obozren_060524_010252.t,минимальный вес,минимальный вес,00000001
Voen_Obozren_060524_010252.t,михаил федоров,Михаил Федоров,00000001
Voen_Obozren_060524_010252.t,неестественный объект,неестественный объект,00000001
Voen_Obozren_060524_010252.t,нынешний борьба,нынешняя борьба,00000001
Voen_Obozren_060524_010252.t,отсутствие освещение,отсутствие освещения,00000001
Voen_Obozren_060524_010252.t,подразделение спецназ,подразделение спецназа,00000001
Voen_Obozren_060524_010252.t,представитель компания,представителей компаний,00000001
Voen_Obozren_060524_010252.t,представитель российский компания,представители российской компании,00000001
Voen_Obozren_060524_010252.t,проведение спецоперация,проведение спецоперации,00000001
Voen_Obozren_060524_010252.t,разработка маскировочный костюм,разработка маскировочного костюма,00000001
Voen_Obozren_060524_010252.t,российский боец,российский боец,00000001
Voen_Obozren_060524_010252.t,российский разработка,российская разработка,00000001
Voen_Obozren_060524_010252.t,российский солдат,российский солдат,00000001
Voen_Obozren_060524_010252.t,российский технология,российская технология,00000001
Voen_Obozren_060524_010252.t,силуэт российский солдат,силуэт российского солдата,00000001
Voen_Obozren_060524_010252.t,слово представитель,слово-представитель,00000001
Voen_Obozren_060524_010252.t,совершенный защита от тепловизионный средство,совершенная защита от тепловизионных средств,00000001
Voen_Obozren_060524_010252.t,спасательный снаряжение,спасательное снаряжение,00000001
Voen_Obozren_060524_010252.t,средство маскировка,средство маскировки,00000001
Voen_Obozren_060524_010252.t,тепловой излучение,тепловое излучение,00000001
Voen_Obozren_060524_010252.t,украинский разработка,украинская разработка,00000001
Voen_Obozren_060524_010252.t,чрезмерный выделение тепло,чрезмерное выделение тепла,00000001
Voen_Obozren_060524_010252.t,электронный почта,электронная почта,00000001
Voen_Obozren_060524_010253.t,морской монстр,морской монстр,00000003
Voen_Obozren_060524_010253.t,каспийский монстр,каспийский монстр,00000002
Voen_Obozren_060524_010253.t,километр в час,километров в час,00000002
Voen_Obozren_060524_010253.t,ss n-22,SS-N-22,00000001
Voen_Obozren_060524_010253.t,ss n-22 sunburn,SS-N-22 Sunburn,00000001
Voen_Obozren_060524_010253.t,американский издание,американское издание,00000001
Voen_Obozren_060524_010253.t,военный техника,военная техника,00000001
Voen_Obozren_060524_010253.t,вооруженный боец,вооруженный боец,00000001
Voen_Obozren_060524_010253.t,время холодный война,время холодной войны,00000001
Voen_Obozren_060524_010253.t,высота полет,высота полета,00000001
Voen_Obozren_060524_010253.t,дальность действие,дальность действия,00000001
Voen_Obozren_060524_010253.t,данный из открытый источник,данные из открытых источников,00000001
Voen_Obozren_060524_010253.t,денис мантуров,Денис Мантуров,00000001
Voen_Obozren_060524_010253.t,заявление министр,заявление министров,00000001
Voen_Obozren_060524_010253.t,каспийский море,Каспийское море,00000001
Voen_Obozren_060524_010253.t,классификация нато,классификация НАТО,00000001
Voen_Obozren_060524_010253.t,летательный аппарат,летательный аппарат,00000001
Voen_Obozren_060524_010253.t,максимальный высота,максимальная высота,00000001
Voen_Obozren_060524_010253.t,максимальный высота полет,максимальная высота полета,00000001
Voen_Obozren_060524_010253.t,министр промышленность,министр промышленности,00000001
Voen_Obozren_060524_010253.t,министр промышленность и торговля,министр промышленности и торговли,00000001
Voen_Obozren_060524_010253.t,министр промышленность и торговля денис мантуров,министр промышленности и торговли Денис Мантуров,00000001
Voen_Obozren_060524_010253.t,"модификация российско индийский ракета класс "" земля-поверхность "" brahmos","модификация российско-индийской ракеты класса ""земля-поверхность"" BrahMos",00000001
Voen_Obozren_060524_010253.t,морской путь,морские пути,00000001
Voen_Obozren_060524_010253.t,неподтвержденный сведение,неподтвержденные сведения,00000001
Voen_Obozren_060524_010253.t,новый российский экраноплан,новый российский экраноплан,00000001
Voen_Obozren_060524_010253.t,обозреватель американский издание,обозреватель американского издания,00000001
Voen_Obozren_060524_010253.t,открытый источник,открытые источники,00000001
Voen_Obozren_060524_010253.t,охрана северный морской путь,охрана Северного морского пути,00000001
Voen_Obozren_060524_010253.t,"противокорабельный ракетный комплекс "" москит ""","противокорабельный ракетный комплекс ""Москит""",00000001
Voen_Obozren_060524_010253.t,противокорабельный ракетный комплекс,противокорабельный ракетный комплекс,00000001
Voen_Obozren_060524_010253.t,радар противник,радар противника,00000001
Voen_Obozren_060524_010253.t,разработка перспективный экраноплан,разработка перспективного экраноплана,00000001
Voen_Obozren_060524_010253.t,ракета класс,ракета класса,00000001
Voen_Obozren_060524_010253.t,ракетный комплекс,ракетный комплекс,00000001
Voen_Obozren_060524_010253.t,российский экраноплан,российский экраноплан,00000001
Voen_Obozren_060524_010253.t,российско индийский ракета,российско-индийская ракета,00000001
Voen_Obozren_060524_010253.t,"российско индийский ракета класс "" земля-поверхность "" brahmos","российско-индийская ракета класса ""земля-поверхность"" BrahMos",00000001
Voen_Obozren_060524_010253.t,северный морской путь,Северный морской путь,00000001
Voen_Obozren_060524_010253.t,советский конструктор,советские конструкторы,00000001
Voen_Obozren_060524_010253.t,современный оружие,современного оружия,00000001
Voen_Obozren_060524_010253.t,холодный война,Холодная война,00000001
Voen_Obozren_060524_010253.t,"экраноплан а 050 "" чайка ""","экраноплан А-050 ""Чайка""",00000001
Voen_Obozren_060524_010253.t,экраноплан ракетоносец,экраноплан-ракетоносец,00000001
Voen_Obozren_060524_010253.t,эффективный современный оружие,эффективное современное оружие,00000001
Voen_Obozren_060524_010254.t,анализ бой,анализ боя,00000003
Voen_Obozren_060524_010254.t,анализ бой на украина,анализ боев на Украине,00000002
Voen_Obozren_060524_010254.t,виртуальный реальность,виртуальная реальность,00000002
Voen_Obozren_060524_010254.t,интерфейс виртуальный реальность,интерфейс виртуальной реальности,00000002
Voen_Obozren_060524_010254.t,многомиллиардный программа,многомиллиардная программа,00000002
Voen_Obozren_060524_010254.t,американский армия,американская армия,00000001
Voen_Obozren_060524_010254.t,американский военный,американские военные,00000001
Voen_Obozren_060524_010254.t,американский издание,американское издание,00000001
Voen_Obozren_060524_010254.t,американский издание defense news,американское издание Defense News,00000001
Voen_Obozren_060524_010254.t,беспилотный летательный аппарат,беспилотный летательный аппарат,00000001
Voen_Obozren_060524_010254.t,беспилотный система,беспилотная система,00000001
Voen_Obozren_060524_010254.t,военный ведомство,военное ведомство,00000001
Voen_Obozren_060524_010254.t,воздушный разведка,воздушная разведка,00000001
Voen_Obozren_060524_010254.t,вооруженный разведчик,вооруженный разведчик,00000001
Voen_Obozren_060524_010254.t,исследователь из университет,исследователи из университета,00000001
Voen_Obozren_060524_010254.t,коренной образ,коренным образом,00000001
Voen_Obozren_060524_010254.t,летательный аппарат,летательный аппарат,00000001
Voen_Obozren_060524_010254.t,начальник штаб,начальник штаба,00000001
Voen_Obozren_060524_010254.t,начальник штаб армия,начальник штаба армии,00000001
Voen_Obozren_060524_010254.t,начальник штаб армия рэнди джордж,начальник штаба армии Рэнди Джордж,00000001
Voen_Obozren_060524_010254.t,пилотируемый машина,пилотируемая машина,00000001
Voen_Obozren_060524_010254.t,поле бой,поле боя,00000001
Voen_Obozren_060524_010254.t,программа создание,программа создания,00000001
Voen_Obozren_060524_010254.t,разведывательный беспилотный летательный аппарат,разведывательный беспилотный летательный аппарат,00000001
Voen_Obozren_060524_010254.t,штаб армия,штаб Армии,00000001
Voen_Obozren_060524_010254.t,штат орегон,штат Орегон,00000001
Voen_Obozren_060524_010255.t,f 16,F-16,00000006
Voen_Obozren_060524_010255.t,украинский власть,украинские власти,00000004
Voen_Obozren_060524_010255.t,военно воздушный сила,военно-воздушные силы,00000002
Voen_Obozren_060524_010255.t,военно воздушный сила украина,военно-воздушные силы Украины,00000002
Voen_Obozren_060524_010255.t,полный безопасность,полная безопасность,00000002
Voen_Obozren_060524_010255.t,российский авиация,российская авиация,00000002
Voen_Obozren_060524_010255.t,система пво,система ПВО,00000002
Voen_Obozren_060524_010255.t,спикер военно воздушный сила украина,спикер Военно-воздушных сил Украины,00000002
Voen_Obozren_060524_010255.t,авиационный бомба,авиационная бомба,00000001
Voen_Obozren_060524_010255.t,американский f 16,американский F-16,00000001
Voen_Obozren_060524_010255.t,американский авиация,американская авиация,00000001
Voen_Obozren_060524_010255.t,американский истребитель,американский истребитель,00000001
Voen_Obozren_060524_010255.t,американский самолёт,американский самолёт,00000001
Voen_Obozren_060524_010255.t,английский язык,английский язык,00000001
Voen_Obozren_060524_010255.t,безопасный размещение,безопасное размещение,00000001
Voen_Obozren_060524_010255.t,бетонный перекрытие,бетонное перекрытие,00000001
Voen_Obozren_060524_010255.t,бетонный плита,бетонная плита,00000001
Voen_Obozren_060524_010255.t,большой вопрос,большой вопрос,00000001
Voen_Obozren_060524_010255.t,большой глубина,большая глубина,00000001
Voen_Obozren_060524_010255.t,военный эксперт,военный эксперт,00000001
Voen_Obozren_060524_010255.t,воздушный флот,воздушный флот,00000001
Voen_Obozren_060524_010255.t,гиперзвуковой оружие,гиперзвуковое оружие,00000001
Voen_Obozren_060524_010255.t,главный задача,главная задача,00000001
Voen_Obozren_060524_010255.t,главный условие,главное условие,00000001
Voen_Obozren_060524_010255.t,группа пилот,группа пилотов,00000001
Voen_Obozren_060524_010255.t,группировка всу,группировка ВСУ,00000001
Voen_Obozren_060524_010255.t,донецкий область,Донецкая область,00000001
Voen_Obozren_060524_010255.t,европейский страна,европейская страна,00000001
Voen_Obozren_060524_010255.t,жертва среди мирный население,жертвы среди мирного населения,00000001
Voen_Obozren_060524_010255.t,запад страна,запада страну,00000001
Voen_Obozren_060524_010255.t,защищённый цель,защищённая цель,00000001
Voen_Obozren_060524_010255.t,издание foreign policy,издание Foreign Policy,00000001
Voen_Obozren_060524_010255.t,изучение английский,изучение английского,00000001
Voen_Obozren_060524_010255.t,изучение английский язык,изучение английского языка,00000001
Voen_Obozren_060524_010255.t,кинетический энергия,кинетическая энергия,00000001
Voen_Obozren_060524_010255.t,колоссальный кинетический энергия,колоссальная кинетическая энергия,00000001
Voen_Obozren_060524_010255.t,крылатый ракета,крылатая ракета,00000001
Voen_Obozren_060524_010255.t,лётный состав,лётный состав,00000001
Voen_Obozren_060524_010255.t,мирный население,мирное население,00000001
Voen_Obozren_060524_010255.t,острый нехватка,острая нехватка,00000001
Voen_Obozren_060524_010255.t,острый нехватка истребитель,острая нехватка истребителей,00000001
Voen_Obozren_060524_010255.t,подготовка лётчик,подготовка лётчиков,00000001
Voen_Obozren_060524_010255.t,подземный база,подземная база,00000001
Voen_Obozren_060524_010255.t,поставка авиация из страна нато,поставка авиации из стран НАТО,00000001
Voen_Obozren_060524_010255.t,потенциальный противник,потенциальный противник,00000001
Voen_Obozren_060524_010255.t,проблема с безопасность,проблемы с безопасностью,00000001
Voen_Obozren_060524_010255.t,провал украинский армия в авдеевка,провал украинской армии в Авдеевке,00000001
Voen_Obozren_060524_010255.t,противоракетный оборона,противоракетная оборона,00000001
Voen_Obozren_060524_010255.t,прочный укрепление,прочное укрепление,00000001
Voen_Obozren_060524_010255.t,российский ракета,российская ракета,00000001
Voen_Obozren_060524_010255.t,российский штурмовик,российский штурмовик,00000001
Voen_Obozren_060524_010255.t,середина июнь,середина июня,00000001
Voen_Obozren_060524_010255.t,система противоракетный оборона,система противоракетной обороны,00000001
Voen_Obozren_060524_010255.t,сложный выбор,сложный выбор,00000001
Voen_Obozren_060524_010255.t,советский самолёт,советский самолёт,00000001
Voen_Obozren_060524_010255.t,старый советский,старые советские,00000001
Voen_Obozren_060524_010255.t,страна нато,страна НАТО,00000001
Voen_Obozren_060524_010255.t,точный цифра,точную цифру,00000001
Voen_Obozren_060524_010255.t,украинский армия,украинская армия,00000001
Voen_Obozren_060524_010255.t,украинский граница,украинская граница,00000001
Voen_Obozren_060524_010255.t,украинский руководство,украинское руководство,00000001
Voen_Obozren_060524_010255.t,управление истребитель,управление истребителями,00000001
Voen_Obozren_060524_010256.t,прибор химический разведка,прибор химической разведки,00000003
Voen_Obozren_060524_010256.t,химический разведка,химическая разведка,00000003
Voen_Obozren_060524_010256.t,дистанционный действие,дистанционное действие,00000002
Voen_Obozren_060524_010256.t,отравляющий вещество,отравляющее вещество,00000002
Voen_Obozren_060524_010256.t,прибор химический разведка дистанционный действие,прибор химической разведки дистанционного действия,00000002
Voen_Obozren_060524_010256.t,пхрдд 3,ПХРДД-3,00000002
Voen_Obozren_060524_010256.t,рхб защита,РХБ защита,00000002
Voen_Obozren_060524_010256.t,автоматический газосигнализатор,автоматический газосигнализатор,00000001
Voen_Obozren_060524_010256.t,автоматический режим,автоматический режим,00000001
Voen_Obozren_060524_010256.t,алтайский край,Алтайский край,00000001
Voen_Obozren_060524_010256.t,атмосферный давление,атмосферное давление,00000001
Voen_Obozren_060524_010256.t,военный округ,военного округа,00000001
Voen_Obozren_060524_010256.t,военный химик,военные химики,00000001
Voen_Obozren_060524_010256.t,вооружение подразделение,вооружение подразделение,00000001
Voen_Obozren_060524_010256.t,вооружение подразделение рхб защита цво,вооружение подразделения РХБ защиты ЦВО,00000001
Voen_Obozren_060524_010256.t,замена войсковой,замену войсковой,00000001
Voen_Obozren_060524_010256.t,метеорологический прибор,метеорологический прибор,00000001
Voen_Obozren_060524_010256.t,направление горизонтальный ветер,направление горизонтального ветра,00000001
Voen_Obozren_060524_010256.t,новый прибор химический разведка дистанционный действие пхрдд 3,новый прибор химической разведки дистанционного действия ПХРДД-3,00000001
Voen_Obozren_060524_010256.t,окружающий воздух,окружающего воздуха,00000001
Voen_Obozren_060524_010256.t,подразделение рхб защита,подразделение РХБ защиты,00000001
Voen_Obozren_060524_010256.t,полевой условие,полевое условие,00000001
Voen_Obozren_060524_010256.t,пост наблюдение,пост наблюдения,00000001
Voen_Obozren_060524_010256.t,предыдущий поколение,предыдущего поколения,00000001
Voen_Obozren_060524_010256.t,прибор химический разведка дистанционный действие пхрдд 3,прибор химической разведки дистанционного действия ПХРДД-3,00000001
Voen_Obozren_060524_010256.t,приземный слой,приземного слоя,00000001
Voen_Obozren_060524_010256.t,приземный слой воздух,приземного слоя воздуха,00000001
Voen_Obozren_060524_010256.t,разведывательный машина,разведывательная машина,00000001
Voen_Obozren_060524_010256.t,свердловский область,Свердловская область,00000001
